iter	RMSE
578	0.8451806903
579	0.8451451571
580	0.8451137658
581	0.8450744622
582	0.8450356191
583	0.8450010482
584	0.8449583419
585	0.844923462
586	0.8448896723
587	0.8448532683
588	0.8448259913
589	0.8447878599
590	0.8447542642
591	0.8447184746
592	0.8446756263
593	0.8446387638
594	0.8445997659
595	0.8445729138
596	0.8445344488
597	0.8444992259
598	0.844458979
599	0.8444376666
600	0.8444039689
601	0.8443814183
602	0.8443498121
603	0.8443218926
604	0.8442922787
605	0.8442576633
606	0.8442333257
607	0.8442042937
608	0.8441743215
609	0.8441376889
610	0.84410919
611	0.8440700193
612	0.8440402076
613	0.8440098498
614	0.8439817318
615	0.843944887
616	0.8439074226
617	0.8438816082
618	0.8438441604
619	0.843815025
620	0.8437839182
621	0.8437485978
622	0.8437140223
623	0.8436502377
624	0.8436190756
625	0.843564971
626	0.8435290452
627	0.84350145
628	0.8434815681
629	0.8434485182
630	0.843417833
631	0.8433854907
632	0.8433553598
633	0.8433159559
634	0.8432826469
635	0.8432492375
636	0.8432082897
637	0.8431907586
638	0.843150246
639	0.8431149661
640	0.8430841486
641	0.8430581847
642	0.8430265292
643	0.8429934028
644	0.8429644195
645	0.8429521342
646	0.8429341424
647	0.842892675
648	0.842850657
649	0.8428103479
650	0.8427739112
651	0.8427448097
652	0.842715122
653	0.8426837688
654	0.8426496278
655	0.8426128931
656	0.8425822113
657	0.8425526347
658	0.8425280705
659	0.8424982133
660	0.8424705952
661	0.8424373199
662	0.8424139742
663	0.8423820982
664	0.8423358593
665	0.8423011284
666	0.842262325
667	0.8422440621
668	0.8422088939
669	0.8421625734
670	0.8421336407
671	0.8421043701
672	0.8420610724
673	0.8420191768
674	0.8419808337
675	0.8419517338
676	0.8419314246
677	0.8418968311
678	0.8418612872
679	0.8418111176
680	0.8417824917
681	0.8417503438
682	0.8417164795
683	0.8416964802
684	0.841659626
685	0.8416389792
686	0.8416122833
687	0.8415831547
688	0.8415543027
689	0.8415281807
690	0.8414919082
691	0.8414500812
692	0.8414251643
693	0.8414038424
694	0.8413695382
695	0.8413406479
696	0.8413090977
697	0.8412670423
698	0.8412318333
699	0.8411899612
700	0.8411607082
701	0.8411245176
702	0.8410990879
703	0.8410652319
704	0.8410464458
705	0.8410191363
706	0.8409920736
707	0.8409593074
708	0.8409342405
709	0.8408865336
710	0.8408443932
711	0.8408131098
712	0.8407907139
713	0.8407621049
714	0.8407370161
715	0.8406953961
716	0.8406669325
717	0.840635922
718	0.8406104117
719	0.8405802897
720	0.8405538398
721	0.8405260133
722	0.8404958525
723	0.8404531541
724	0.8404123652
725	0.8403839003
726	0.8403552982
727	0.8403073561
728	0.8402795843
729	0.8402424734
730	0.8402206265
731	0.8401892596
732	0.8401519951
733	0.8401296798
734	0.8400944206
735	0.8400506826
736	0.8400132674
737	0.8399721607
738	0.8399384254
739	0.8399016272
740	0.8398707254
741	0.8398368858
742	0.8398028664
743	0.8397839706
744	0.8397471966
745	0.8397256693
746	0.8397020732
747	0.8396657573
748	0.8396341842
749	0.8395866338
750	0.8395669403
751	0.8395387343
752	0.8395113107
753	0.8394760722
754	0.8394154965
755	0.8393930679
756	0.8393595245
757	0.8393264167
758	0.8393076019
759	0.8392726369
760	0.8392373953
761	0.8392147653
762	0.8391829905
763	0.8391431963
764	0.839107842
765	0.8390818043
766	0.8390468099
767	0.8390224733
768	0.8389749238
769	0.83895293
770	0.8389311526
771	0.8389187344
772	0.8388869553
773	0.8388691619
774	0.8388527407
775	0.8388433907
776	0.8388037543
777	0.8387790162
778	0.8387551196
779	0.8387385413
780	0.8387145206
781	0.8387016692
782	0.8386752881
783	0.838650521
784	0.838624011
785	0.8385913516
786	0.8385584696
787	0.8385337264
788	0.8385003252
789	0.8384647717
790	0.8384083005
791	0.8383842175
792	0.8383547731
793	0.8383165963
794	0.8382829922
795	0.8382376608
796	0.8382204514
797	0.8381864609
798	0.8381546255
799	0.8381356423
800	0.838101465
801	0.8380623534
802	0.8380122412
803	0.83798073
804	0.8379570391
805	0.8379298
806	0.8378993822
807	0.8378755244
808	0.83785207
809	0.8378220112
810	0.8377878493
811	0.8377481121
812	0.8377257591
813	0.8376889771
814	0.8376540192
815	0.8376116138
816	0.8375727559
817	0.8375471244
818	0.8375167109
819	0.8374956083
820	0.8374617834
821	0.8374334695
822	0.8373993205
823	0.8373619342
824	0.8373300246
825	0.8372919641
826	0.8372618924
827	0.8372368213
828	0.8372102653
829	0.8371795516
830	0.8371486258
831	0.8371252609
832	0.8370974214
833	0.8370716492
834	0.8370518657
835	0.837030366
836	0.837012797
837	0.8369789926
838	0.8369592512
839	0.8369360384
840	0.8369056642
841	0.8368886213
842	0.8368647256
843	0.8368375649
844	0.8368111158
845	0.8367749436
846	0.836743292
847	0.8367200445
848	0.836698474
849	0.8366697886
850	0.8366160901
851	0.8365867582
852	0.8365512502
853	0.8365361881
854	0.8365225755
855	0.8364910052
856	0.8364510769
857	0.8364294708
858	0.836395896
859	0.8363735252
860	0.8363487462
861	0.8363144342
862	0.8362844161
863	0.8362576484
864	0.836234276
865	0.8362018558
866	0.8361749528
867	0.8361503034
868	0.8361130223
869	0.8360858842
870	0.8360553067
871	0.8360347621
872	0.8360133313
873	0.8359727298
874	0.8359495451
875	0.8359256194
876	0.835898104
877	0.8358667289
878	0.8358391283
879	0.8357983364
880	0.8357650408
881	0.8357406456
882	0.8357172412
883	0.8356807037
884	0.8356683811
885	0.8356483148
886	0.8356273325
887	0.8356037876
888	0.8355892764
889	0.8355622975
890	0.8355424097
891	0.8355196093
892	0.8354891207
893	0.8354633141
894	0.8354373085
895	0.8354005328
896	0.8353690897
897	0.835339224
898	0.835318509
899	0.8352856408
900	0.8352649026
901	0.8352460168
902	0.8352260291
903	0.8351991704
904	0.8351635782
905	0.8351253544
906	0.8351036448
907	0.835065863
908	0.835040176
909	0.8350089488
910	0.8349882538
911	0.8349524963
912	0.8349219726
913	0.834894928
914	0.8348699817
915	0.8348423587
916	0.8348140595
917	0.8347960277
918	0.8347796009
919	0.8347520477
920	0.8347210204
921	0.8346980244
922	0.8346697476
923	0.8346522247
924	0.8346200647
925	0.8345965697
926	0.834560751
927	0.8345379303
928	0.8345027095
929	0.8344818175
930	0.8344500076
931	0.8344163696
932	0.8343888095
933	0.8343683289
934	0.8343471972
935	0.8343120962
936	0.83428168
937	0.8342596015
938	0.8342304911
939	0.8342003766
940	0.8341677777
941	0.8341451207
942	0.8341198533
943	0.8340838404
944	0.8340715241
945	0.8340466544
946	0.8340115072
947	0.8339896095
948	0.8339492108
949	0.8339251019
950	0.8339056202
951	0.8338833659
952	0.8338444529
953	0.8338223799
954	0.833794311
955	0.8337590645
956	0.8337229593
957	0.8337006764
958	0.833677906
959	0.8336518159
960	0.8336213952
961	0.833585889
962	0.8335586887
963	0.8335193732
964	0.8334999562
965	0.8334688633
966	0.8334410109
967	0.8334016332
968	0.8333689511
969	0.8333410699
970	0.8332961536
971	0.8332623689
972	0.8332352894
973	0.8332054702
974	0.8331883432
975	0.8331469258
976	0.8331307848
977	0.8331044543
978	0.8330690169
979	0.8330541123
980	0.8330322531
981	0.8329959526
982	0.8329661146
983	0.8329459315
984	0.8329095029
985	0.8328753252
986	0.8328505346
987	0.8328212371
988	0.8327918548
989	0.8327550041
990	0.8327406759
991	0.8327080175
992	0.8326819503
993	0.8326503184
994	0.8326406699
995	0.8326040963
996	0.8325753351
997	0.8325422596
998	0.8325063083
999	0.8324734957
